claim_id,season,plan_name,event_type,plan_base_premium,plan_max_payout,gps_zone_match,claim_velocity_7d,historical_zone_presence,time_since_event_seconds,platform_activity_during_event,claimed_amount,claimed_amount_ratio,prior_rejections_90d,is_fraud
CLM_03628,monsoon,premium,Heavy Rain,99.0,3500.0,1,0,0.6966,858,0.8039,2085.39,0.5958,0,0
CLM_00945,monsoon,premium,Platform Outage,99.0,3500.0,1,2,0.7703,2221,0.7625,1467.09,0.4192,0,0
CLM_00247,summer,nano,Heavy Rain,25.0,500.0,1,1,0.4783,4395,0.6708,308.96,0.6179,0,0
CLM_04697,monsoon,premium,Platform Outage,99.0,3500.0,0,3,0.1609,168,0.1997,3163.24,0.9038,2,1
CLM_00360,summer,nano,Platform Outage,25.0,500.0,1,0,0.919,6219,0.385,165.9,0.3318,0,0
CLM_04656,monsoon,premium,Heavy Rain,99.0,3500.0,0,2,0.0539,20,0.0493,2622.43,0.7493,1,1
CLM_01614,festival,basic,Poor AQI,49.0,1000.0,1,0,0.9166,9991,0.5458,226.12,0.2261,0,0
CLM_02303,monsoon,basic,Heavy Rain,49.0,1000.0,1,0,0.6145,9395,0.7282,456.09,0.4561,0,0
CLM_04141,summer,basic,Platform Outage,49.0,1000.0,1,0,0.8817,2132,0.7725,453.97,0.454,0,0
CLM_03168,summer,standard,Heatwave,79.0,2000.0,1,1,0.8016,480,0.7205,788.16,0.3941,2,0
CLM_02478,festival,standard,Poor AQI,79.0,2000.0,1,1,0.5397,1335,0.6167,661.03,0.3305,1,0
CLM_04214,monsoon,premium,Poor AQI,99.0,3500.0,1,0,0.7978,10234,0.5539,1028.45,0.2938,0,0
CLM_04180,winter,standard,Heavy Rain,79.0,2000.0,1,0,0.6767,728,0.6905,372.54,0.1863,0,0
CLM_04884,monsoon,premium,Heavy Rain,99.0,3500.0,1,5,0.2782,1499,0.0027,2984.86,0.8528,3,1
CLM_03163,summer,basic,Heatwave,49.0,1000.0,1,1,0.3731,3536,0.8949,484.12,0.4841,0,0
CLM_00490,monsoon,premium,Heavy Rain,99.0,3500.0,1,0,0.5758,3257,0.743,963.18,0.2752,0,0
CLM_00862,monsoon,nano,Heavy Rain,25.0,500.0,1,0,0.7214,16595,0.8912,335.72,0.6714,0,0
CLM_01740,monsoon,premium,Platform Outage,99.0,3500.0,1,0,0.7659,5591,0.4434,1997.72,0.5708,0,0
CLM_04099,winter,nano,Platform Outage,25.0,500.0,1,0,0.7835,6807,0.6193,282.62,0.5652,0,0
CLM_04385,winter,basic,Heatwave,49.0,1000.0,1,1,0.7121,24925,0.7232,675.23,0.6752,1,0
CLM_02447,festival,basic,Platform Outage,49.0,1000.0,1,0,0.634,3126,0.8127,675.2,0.6752,1,0
CLM_04230,winter,standard,Heatwave,79.0,2000.0,1,0,0.3876,22940,0.726,1108.22,0.5541,0,0
CLM_00506,summer,basic,Poor AQI,49.0,1000.0,1,3,0.528,22459,0.3369,569.71,0.5697,1,0
CLM_02677,festival,standard,Platform Outage,79.0,2000.0,1,1,0.6336,480,0.7397,1091.05,0.5455,0,0
CLM_02995,monsoon,basic,Heavy Rain,49.0,1000.0,1,1,0.8548,1742,0.8546,355.14,0.3551,0,0
CLM_01942,monsoon,basic,Heavy Rain,49.0,1000.0,1,2,0.517,862,0.4494,240.15,0.2402,0,0
CLM_01222,summer,basic,Heatwave,49.0,1000.0,1,1,0.513,14883,0.7309,673.3,0.6733,0,0
CLM_01113,monsoon,premium,Platform Outage,99.0,3500.0,1,2,0.8939,6471,0.7774,1193.78,0.3411,0,0
CLM_01905,winter,premium,Heatwave,99.0,3500.0,1,2,0.8323,8458,0.5623,1005.88,0.2874,0,0
CLM_03423,monsoon,basic,Heavy Rain,49.0,1000.0,1,1,0.4017,2666,0.6775,649.13,0.6491,0,0
CLM_01877,summer,nano,Heavy Rain,25.0,500.0,1,0,0.6584,480,0.9101,259.94,0.5199,0,0
CLM_04672,festival,standard,Platform Outage,79.0,2000.0,0,1,0.5568,487,0.3852,1905.91,0.953,1,1
CLM_00433,summer,premium,Poor AQI,99.0,3500.0,1,1,0.7065,2659,0.8006,1405.22,0.4015,0,0
CLM_02364,monsoon,standard,Poor AQI,79.0,2000.0,1,2,0.3383,480,0.6791,725.02,0.3625,0,0
CLM_03154,winter,basic,Platform Outage,49.0,1000.0,1,0,0.8851,1309,0.6046,579.92,0.5799,0,0
CLM_02835,monsoon,basic,Poor AQI,49.0,1000.0,1,0,0.8027,3117,0.4695,445.87,0.4459,0,0
CLM_02092,festival,standard,Heavy Rain,79.0,2000.0,0,1,0.8357,959,0.8477,1224.26,0.6121,1,0
CLM_03010,monsoon,premium,Platform Outage,99.0,3500.0,1,1,0.9634,7090,0.6269,1005.56,0.2873,0,0
CLM_03162,monsoon,basic,Platform Outage,49.0,1000.0,1,2,0.8458,1570,0.7144,488.8,0.4888,0,0
CLM_02945,monsoon,basic,Heavy Rain,49.0,1000.0,1,1,0.9473,10385,0.5359,469.55,0.4696,0,0
CLM_03916,festival,basic,Platform Outage,49.0,1000.0,1,1,0.6411,1526,0.6633,470.96,0.471,1,0
CLM_02916,monsoon,basic,Platform Outage,49.0,1000.0,1,0,0.6581,3592,0.9134,362.19,0.3622,0,0
CLM_01102,winter,standard,Heatwave,79.0,2000.0,1,1,0.7158,6224,0.7819,370.74,0.1854,0,0
CLM_01448,winter,premium,Heavy Rain,99.0,3500.0,1,0,0.7356,1801,0.4363,1071.67,0.3062,0,0
CLM_01720,winter,premium,Heatwave,99.0,3500.0,1,3,0.56,28993,0.3047,830.68,0.2373,0,0
CLM_04518,winter,basic,Poor AQI,49.0,1000.0,0,6,0.1864,137,0.2201,948.7,0.9487,3,1
CLM_03842,monsoon,nano,Platform Outage,25.0,500.0,1,0,0.5986,4530,0.4549,235.28,0.4706,1,0
CLM_00156,monsoon,standard,Heavy Rain,79.0,2000.0,1,1,0.8944,19942,0.8911,816.22,0.4081,0,0
CLM_02978,summer,nano,Heavy Rain,25.0,500.0,1,0,0.871,30813,0.6622,322.43,0.6449,0,0
CLM_01773,summer,nano,Platform Outage,25.0,500.0,1,1,0.869,10577,0.9223,251.29,0.5026,1,0
CLM_00615,winter,standard,Heavy Rain,79.0,2000.0,1,2,0.9114,3946,0.7691,795.81,0.3979,0,0
CLM_00643,monsoon,premium,Platform Outage,99.0,3500.0,1,0,0.8432,21572,0.7063,1922.88,0.5494,0,0
CLM_01935,festival,standard,Platform Outage,79.0,2000.0,1,1,0.5227,30145,0.8736,480.96,0.2405,0,0
CLM_04277,monsoon,premium,Platform Outage,99.0,3500.0,1,0,0.7479,14501,0.6879,2184.65,0.6242,0,0
CLM_01068,summer,basic,Heatwave,49.0,1000.0,1,0,0.3588,14382,0.885,305.77,0.3058,0,0
CLM_04454,festival,basic,Platform Outage,49.0,1000.0,1,0,0.7356,2267,0.5919,625.92,0.6259,0,0
CLM_04154,winter,basic,Heatwave,49.0,1000.0,1,2,0.4381,21045,0.8324,477.27,0.4773,0,0
CLM_04239,winter,basic,Poor AQI,49.0,1000.0,1,1,0.6966,3386,0.4566,202.38,0.2024,0,0
CLM_04868,monsoon,basic,Heavy Rain,49.0,1000.0,0,3,0.1206,150,0.1889,731.59,0.7316,1,1
CLM_00330,monsoon,premium,Platform Outage,99.0,3500.0,1,0,0.8385,14731,0.7707,2048.74,0.5854,0,0
CLM_02057,winter,basic,Heatwave,49.0,1000.0,0,1,0.6195,22833,0.8495,267.92,0.2679,0,0
CLM_02646,summer,standard,Poor AQI,79.0,2000.0,1,3,0.7903,7383,0.5977,1003.09,0.5015,1,0
CLM_02191,summer,nano,Heavy Rain,25.0,500.0,1,1,0.8454,4722,0.6235,198.54,0.3971,0,0
CLM_00622,monsoon,standard,Heavy Rain,79.0,2000.0,1,0,0.9517,2751,0.5576,917.98,0.459,0,0
CLM_01595,monsoon,nano,Heavy Rain,25.0,500.0,1,0,0.8107,829,0.5168,235.17,0.4703,0,0
CLM_02915,monsoon,premium,Heavy Rain,99.0,3500.0,1,1,0.8556,25894,0.3886,1321.7,0.3776,1,0
CLM_04821,winter,basic,Heatwave,49.0,1000.0,1,7,0.3423,134,0.358,962.61,0.9626,1,1
CLM_03898,summer,basic,Heatwave,49.0,1000.0,1,2,0.8855,5798,0.3021,227.34,0.2273,0,0
CLM_01919,monsoon,basic,Platform Outage,49.0,1000.0,1,1,0.6818,2874,0.857,638.85,0.6389,0,0
CLM_04173,monsoon,nano,Heavy Rain,25.0,500.0,1,1,0.5502,5904,0.6902,246.91,0.4938,0,0
CLM_04477,monsoon,premium,Platform Outage,99.0,3500.0,1,2,0.8489,10569,0.388,1763.97,0.504,0,0
CLM_00755,summer,premium,Heatwave,99.0,3500.0,1,0,0.3326,9435,0.8196,1032.01,0.2949,0,0
CLM_00518,monsoon,basic,Poor AQI,49.0,1000.0,1,1,0.7383,1805,0.8666,545.35,0.5454,0,0
CLM_03803,winter,basic,Heavy Rain,49.0,1000.0,1,1,0.6488,1120,0.8145,557.97,0.558,1,0
CLM_00032,winter,basic,Platform Outage,49.0,1000.0,1,0,0.8363,14872,0.6594,542.8,0.5428,0,0
CLM_02937,summer,nano,Platform Outage,25.0,500.0,1,1,0.5508,3226,0.4348,300.68,0.6014,0,0
CLM_01157,monsoon,premium,Platform Outage,99.0,3500.0,1,0,0.6096,8534,0.6956,1184.7,0.3385,0,0
CLM_00744,winter,nano,Heavy Rain,25.0,500.0,1,1,0.6294,17296,0.9287,316.76,0.6335,0,0
CLM_01497,festival,basic,Heavy Rain,49.0,1000.0,1,0,0.633,830,0.5588,597.85,0.5978,0,0
CLM_03459,monsoon,nano,Heavy Rain,25.0,500.0,1,1,0.7762,22951,0.3687,273.72,0.5474,0,0
CLM_03755,festival,premium,Poor AQI,99.0,3500.0,1,1,0.632,13145,0.809,1057.16,0.302,0,0
CLM_02591,monsoon,nano,Heavy Rain,25.0,500.0,1,1,0.5582,4219,0.7171,269.35,0.5387,0,0
CLM_00783,festival,standard,Poor AQI,79.0,2000.0,1,1,0.7625,32854,0.7259,1256.2,0.6281,0,0
CLM_03493,winter,standard,Poor AQI,79.0,2000.0,1,1,0.7703,4172,0.6301,1339.25,0.6696,0,0
CLM_02949,festival,standard,Poor AQI,79.0,2000.0,1,1,0.5115,20747,0.5376,628.94,0.3145,0,0
CLM_00229,winter,nano,Heavy Rain,25.0,500.0,1,2,0.7854,3799,0.8331,197.78,0.3956,0,0
CLM_00857,summer,nano,Platform Outage,25.0,500.0,0,1,0.8712,1953,0.5347,121.16,0.2423,0,0
CLM_02266,monsoon,basic,Heavy Rain,49.0,1000.0,1,2,0.376,536,0.5857,325.61,0.3256,0,0
CLM_04274,festival,basic,Platform Outage,49.0,1000.0,1,1,0.8151,480,0.5523,429.76,0.4298,0,0
CLM_00408,festival,basic,Heavy Rain,49.0,1000.0,1,0,0.7795,3728,0.6424,464.92,0.4649,0,0
CLM_00170,festival,standard,Platform Outage,79.0,2000.0,1,0,0.6226,2386,0.7258,977.18,0.4886,0,0
CLM_00540,summer,basic,Poor AQI,49.0,1000.0,1,0,0.7275,10406,0.5058,573.87,0.5739,2,0
CLM_02210,festival,nano,Platform Outage,25.0,500.0,1,1,0.7976,11745,0.5707,327.07,0.6541,0,0
CLM_02304,monsoon,standard,Heavy Rain,79.0,2000.0,1,0,0.37,2483,0.6622,914.6,0.4573,1,0
CLM_02567,summer,premium,Poor AQI,99.0,3500.0,1,1,0.9063,17643,0.8748,1840.13,0.5258,1,0
CLM_00613,festival,basic,Platform Outage,49.0,1000.0,1,0,0.8974,708,0.9624,420.85,0.4209,1,0
CLM_02101,monsoon,basic,Platform Outage,49.0,1000.0,1,1,0.5511,36251,0.3043,298.41,0.2984,0,0
CLM_01808,festival,basic,Platform Outage,49.0,1000.0,1,1,0.7736,5035,0.688,344.81,0.3448,0,0
CLM_03438,winter,standard,Heatwave,79.0,2000.0,1,0,0.4629,10218,0.7957,514.04,0.257,1,0
CLM_01161,winter,premium,Heavy Rain,99.0,3500.0,1,0,0.5827,1619,0.6696,2314.45,0.6613,0,0
CLM_04225,winter,basic,Heavy Rain,49.0,1000.0,1,2,0.7118,480,0.7479,345.85,0.3459,0,0
CLM_03119,festival,standard,Platform Outage,79.0,2000.0,1,1,0.7568,7628,0.5298,669.23,0.3346,0,0
CLM_03652,festival,nano,Platform Outage,25.0,500.0,1,0,0.9412,3552,0.6854,200.38,0.4008,0,0
CLM_01610,winter,nano,Heavy Rain,25.0,500.0,1,1,0.9225,15815,0.6941,216.63,0.4333,0,0
CLM_01932,monsoon,premium,Heavy Rain,99.0,3500.0,1,1,0.5908,7665,0.6929,2185.56,0.6244,0,0
CLM_03027,winter,premium,Poor AQI,99.0,3500.0,0,0,0.6635,5588,0.9339,758.65,0.2168,0,0
CLM_00564,festival,standard,Platform Outage,79.0,2000.0,1,0,0.2692,8756,0.4058,811.43,0.4057,0,0
CLM_03571,summer,standard,Platform Outage,79.0,2000.0,1,2,0.61,13452,0.2862,1319.34,0.6597,0,0
CLM_04247,monsoon,standard,Heavy Rain,79.0,2000.0,1,1,0.3719,10957,0.8445,887.11,0.4436,1,0
CLM_02388,monsoon,basic,Heavy Rain,49.0,1000.0,1,2,0.8524,2069,0.8409,373.37,0.3734,0,0
CLM_01471,monsoon,basic,Platform Outage,49.0,1000.0,1,0,0.6447,7395,0.6038,639.07,0.6391,0,0
CLM_02630,winter,basic,Poor AQI,49.0,1000.0,1,0,0.8448,18556,0.4945,501.7,0.5017,0,0
CLM_01835,monsoon,standard,Heavy Rain,79.0,2000.0,1,0,0.6467,6899,0.8342,1026.5,0.5132,0,0
CLM_04928,winter,basic,Heatwave,49.0,1000.0,1,7,0.2754,28,0.03,850.98,0.851,4,1
CLM_03475,monsoon,basic,Poor AQI,49.0,1000.0,1,1,0.9235,6784,0.3944,644.75,0.6448,0,0
CLM_01533,winter,nano,Heavy Rain,25.0,500.0,1,0,0.7213,14062,0.7196,270.09,0.5402,0,0
CLM_04327,summer,premium,Heatwave,99.0,3500.0,1,0,0.8882,19682,0.5254,723.38,0.2067,0,0
CLM_02484,summer,basic,Heatwave,49.0,1000.0,0,0,0.6788,2620,0.3799,333.79,0.3338,0,0
CLM_04207,monsoon,standard,Platform Outage,79.0,2000.0,1,0,0.7507,11770,0.5682,1023.99,0.512,1,0
CLM_01172,summer,basic,Poor AQI,49.0,1000.0,1,0,0.8787,2370,0.4475,568.63,0.5686,0,0
CLM_01427,winter,standard,Poor AQI,79.0,2000.0,1,0,0.5271,3419,0.7524,704.45,0.3522,0,0
CLM_00325,festival,premium,Poor AQI,99.0,3500.0,1,0,0.8793,1335,0.3735,1051.24,0.3004,0,0
CLM_01051,festival,basic,Platform Outage,49.0,1000.0,0,0,0.9146,10784,0.7135,573.44,0.5734,0,0
CLM_03319,monsoon,standard,Platform Outage,79.0,2000.0,1,2,0.5249,4595,0.3689,471.08,0.2355,0,0
CLM_04721,summer,basic,Platform Outage,49.0,1000.0,1,6,0.3347,74,0.0143,913.68,0.9137,1,1
CLM_03864,monsoon,basic,Heavy Rain,49.0,1000.0,1,0,0.9791,7919,0.8016,450.3,0.4503,0,0
CLM_02603,monsoon,standard,Heavy Rain,79.0,2000.0,1,2,0.666,22891,0.9354,724.46,0.3622,0,0
CLM_01738,festival,basic,Poor AQI,49.0,1000.0,1,1,0.568,6187,0.649,546.98,0.547,0,0
CLM_01196,monsoon,standard,Heavy Rain,79.0,2000.0,1,1,0.9301,1498,0.8298,1276.09,0.638,0,0
CLM_00620,monsoon,basic,Platform Outage,49.0,1000.0,1,0,0.6891,4108,0.7045,672.07,0.6721,0,0
CLM_01374,monsoon,standard,Heavy Rain,79.0,2000.0,1,1,0.7733,2718,0.5598,845.37,0.4227,1,0
CLM_02879,winter,standard,Platform Outage,79.0,2000.0,1,1,0.6642,2867,0.6788,446.22,0.2231,1,0
CLM_01189,summer,basic,Poor AQI,49.0,1000.0,1,2,0.4911,480,0.914,485.14,0.4851,0,0
CLM_00328,summer,nano,Heavy Rain,25.0,500.0,1,2,0.5847,3682,0.8204,186.16,0.3723,0,0
CLM_00648,festival,standard,Platform Outage,79.0,2000.0,1,0,0.7524,7061,0.8312,850.18,0.4251,0,0
CLM_00897,monsoon,standard,Platform Outage,79.0,2000.0,1,0,0.7593,5543,0.7646,528.64,0.2643,0,0
CLM_03882,summer,nano,Heavy Rain,25.0,500.0,1,2,0.7154,5767,0.8566,283.16,0.5663,0,0
CLM_01123,festival,standard,Platform Outage,79.0,2000.0,1,0,0.5783,7785,0.6968,889.27,0.4446,0,0
CLM_01891,winter,standard,Heavy Rain,79.0,2000.0,1,1,0.8993,24772,0.7683,475.01,0.2375,0,0
CLM_04643,monsoon,nano,Heavy Rain,25.0,500.0,0,8,0.2752,760,0.1323,464.11,0.9282,4,1
CLM_04791,winter,premium,Heavy Rain,99.0,3500.0,0,4,0.2526,115,0.0579,2559.97,0.7314,0,1
CLM_04529,winter,standard,Poor AQI,79.0,2000.0,0,5,0.121,96,0.0389,1927.65,0.9638,4,1
CLM_04234,festival,basic,Platform Outage,49.0,1000.0,1,0,0.7266,4888,0.6888,678.71,0.6787,0,0
CLM_01593,festival,premium,Platform Outage,99.0,3500.0,1,0,0.7423,17736,0.6685,1921.32,0.5489,1,0
CLM_03312,monsoon,standard,Poor AQI,79.0,2000.0,1,0,0.8815,9499,0.8207,1136.12,0.5681,0,0
CLM_02547,monsoon,premium,Heavy Rain,99.0,3500.0,1,0,0.7773,603,0.8505,1832.64,0.5236,0,0
CLM_01545,summer,nano,Platform Outage,25.0,500.0,1,2,0.9664,9983,0.667,202.74,0.4055,0,0
CLM_04336,monsoon,basic,Poor AQI,49.0,1000.0,1,0,0.6809,2883,0.8765,440.18,0.4402,0,0
CLM_01023,summer,standard,Heatwave,79.0,2000.0,1,0,0.8376,3062,0.7212,1282.07,0.641,0,0
CLM_01971,festival,premium,Platform Outage,99.0,3500.0,1,1,0.7872,3374,0.5989,633.95,0.1811,0,0
CLM_04988,monsoon,basic,Heavy Rain,49.0,1000.0,0,2,0.1983,140,0.0502,833.79,0.8338,2,1
CLM_01714,monsoon,standard,Heavy Rain,79.0,2000.0,0,1,0.6342,11709,0.5273,1083.07,0.5415,0,0
CLM_01717,monsoon,standard,Poor AQI,79.0,2000.0,1,2,0.7328,695,0.9354,767.37,0.3837,0,0
CLM_01477,festival,premium,Platform Outage,99.0,3500.0,1,1,0.676,2278,0.7203,1219.68,0.3485,0,0
CLM_00809,winter,standard,Poor AQI,79.0,2000.0,1,0,0.6905,3540,0.663,670.25,0.3351,0,0
CLM_02850,winter,basic,Platform Outage,49.0,1000.0,1,0,0.7566,9951,0.7403,337.83,0.3378,0,0
CLM_00978,festival,standard,Platform Outage,79.0,2000.0,1,0,0.8432,8319,0.6506,744.9,0.3725,0,0
CLM_04687,monsoon,premium,Heavy Rain,99.0,3500.0,0,8,0.0314,266,0.543,3483.52,0.9953,2,1
CLM_04895,winter,standard,Heatwave,79.0,2000.0,0,6,0.0089,20,0.0845,1576.04,0.788,2,1
CLM_01684,monsoon,premium,Heavy Rain,99.0,3500.0,1,0,0.5085,42453,0.4211,1810.61,0.5173,0,0
CLM_04660,festival,standard,Platform Outage,79.0,2000.0,0,5,0.3878,186,0.2031,1788.52,0.8943,1,1
CLM_01514,monsoon,basic,Poor AQI,49.0,1000.0,1,1,0.837,940,0.5914,557.84,0.5578,0,0
CLM_02404,summer,premium,Heatwave,99.0,3500.0,1,1,0.4693,919,0.7182,1641.47,0.469,0,0
CLM_02021,monsoon,standard,Poor AQI,79.0,2000.0,1,0,0.8315,6073,0.8642,665.08,0.3325,0,0
CLM_04553,winter,premium,Heavy Rain,99.0,3500.0,0,4,0.2932,532,0.6116,3347.88,0.9565,2,1
CLM_01767,festival,nano,Platform Outage,25.0,500.0,1,0,0.931,9247,0.7908,161.87,0.3237,0,0
CLM_00174,winter,nano,Heavy Rain,25.0,500.0,1,0,0.6958,13405,0.5864,301.45,0.6029,0,0
CLM_01554,monsoon,basic,Heavy Rain,49.0,1000.0,1,2,0.8876,8979,0.7996,333.43,0.3334,1,0
CLM_04215,summer,premium,Heatwave,99.0,3500.0,1,1,0.749,669,0.8052,2278.59,0.651,0,0
CLM_01482,winter,basic,Heatwave,49.0,1000.0,1,0,0.6305,13820,0.5348,493.58,0.4936,0,0
CLM_04461,summer,basic,Heatwave,49.0,1000.0,1,1,0.9612,1165,0.8084,442.47,0.4425,0,0
CLM_00217,summer,standard,Poor AQI,79.0,2000.0,1,0,0.6967,2097,0.9919,1131.62,0.5658,0,0
CLM_03914,festival,standard,Platform Outage,79.0,2000.0,1,0,0.7032,14818,0.6083,746.69,0.3733,0,0
CLM_03720,festival,standard,Platform Outage,79.0,2000.0,1,1,0.6981,8245,0.6165,407.73,0.2039,0,0
CLM_00690,winter,basic,Heatwave,49.0,1000.0,1,0,0.7161,3708,0.5098,520.72,0.5207,0,0
CLM_02577,monsoon,nano,Heavy Rain,25.0,500.0,1,1,0.6838,20988,0.8646,169.9,0.3398,0,0
CLM_02233,festival,basic,Heavy Rain,49.0,1000.0,1,1,0.8766,1207,0.7088,550.73,0.5507,0,0
CLM_02238,festival,nano,Platform Outage,25.0,500.0,1,2,0.6889,904,0.4726,128.37,0.2567,1,0
CLM_01106,summer,nano,Heavy Rain,25.0,500.0,1,2,0.7133,6116,0.7622,175.91,0.3518,0,0
CLM_01789,festival,basic,Platform Outage,49.0,1000.0,1,0,0.8588,3156,0.8221,667.71,0.6677,1,0
CLM_03188,monsoon,basic,Heavy Rain,49.0,1000.0,1,1,0.5014,774,0.635,290.91,0.2909,0,0
CLM_02436,festival,standard,Heavy Rain,79.0,2000.0,1,0,0.923,2843,0.6826,764.1,0.3821,0,0
CLM_00611,winter,basic,Heatwave,49.0,1000.0,1,1,0.9217,3312,0.3726,522.59,0.5226,0,0
CLM_03660,winter,nano,Heavy Rain,25.0,500.0,1,1,0.9079,1501,0.5036,107.95,0.2159,0,0
CLM_03711,summer,standard,Platform Outage,79.0,2000.0,1,2,0.7316,1114,0.5291,478.93,0.2395,1,0
CLM_00576,festival,premium,Heavy Rain,99.0,3500.0,1,0,0.8276,4947,0.8554,1001.31,0.2861,1,0
CLM_02063,monsoon,standard,Heavy Rain,79.0,2000.0,0,2,0.6832,16652,0.8581,1100.9,0.5504,0,0
CLM_04435,festival,basic,Platform Outage,49.0,1000.0,1,1,0.7142,12103,0.7794,504.65,0.5046,0,0
CLM_01180,festival,basic,Platform Outage,49.0,1000.0,1,0,0.9288,13336,0.8927,461.15,0.4612,0,0
CLM_00888,festival,nano,Heavy Rain,25.0,500.0,1,0,0.8405,5397,0.7795,168.15,0.3363,0,0
CLM_03128,summer,premium,Poor AQI,99.0,3500.0,1,0,0.7064,9929,0.7961,940.62,0.2687,0,0
CLM_01732,summer,standard,Heatwave,79.0,2000.0,1,1,0.6708,7752,0.6602,710.86,0.3554,0,0
CLM_02663,summer,basic,Heatwave,49.0,1000.0,1,3,0.6687,480,0.7861,273.01,0.273,0,0
CLM_00817,festival,nano,Platform Outage,25.0,500.0,1,0,0.6154,3519,0.3946,305.46,0.6109,1,0
CLM_03277,summer,standard,Heatwave,79.0,2000.0,1,2,0.9234,13348,0.5852,1051.51,0.5258,0,0
CLM_01859,winter,basic,Heatwave,49.0,1000.0,1,2,0.7362,21380,0.8334,430.44,0.4304,0,0
CLM_00208,festival,premium,Platform Outage,99.0,3500.0,1,0,0.9087,33862,0.4788,2205.44,0.6301,0,0
CLM_00293,monsoon,standard,Poor AQI,79.0,2000.0,1,0,0.623,1168,0.3319,853.65,0.4268,0,0
CLM_01119,summer,basic,Heatwave,49.0,1000.0,1,2,0.5265,5342,0.5899,467.39,0.4674,1,0
CLM_02213,monsoon,standard,Poor AQI,79.0,2000.0,0,0,0.8567,10748,0.6228,477.73,0.2389,0,0
CLM_01609,summer,basic,Platform Outage,49.0,1000.0,1,0,0.8657,8394,0.3657,203.11,0.2031,0,0
CLM_01264,monsoon,nano,Heavy Rain,25.0,500.0,1,1,0.7318,480,0.7927,165.11,0.3302,0,0
CLM_00990,festival,standard,Heavy Rain,79.0,2000.0,1,2,0.9082,3237,0.6591,1197.8,0.5989,0,0
CLM_04197,monsoon,nano,Heavy Rain,25.0,500.0,1,1,0.6881,6618,0.8821,90.38,0.1808,0,0
CLM_01616,summer,nano,Platform Outage,25.0,500.0,1,0,0.584,554,0.5019,259.26,0.5185,0,0
CLM_00353,summer,standard,Platform Outage,79.0,2000.0,1,1,0.6764,11147,0.841,467.86,0.2339,1,0
CLM_04557,monsoon,premium,Heavy Rain,99.0,3500.0,1,8,0.1018,20,0.181,2693.02,0.7694,1,1
CLM_02022,festival,standard,Heavy Rain,79.0,2000.0,1,0,0.6423,8494,0.699,415.27,0.2076,0,0
CLM_03690,festival,nano,Platform Outage,25.0,500.0,1,0,0.7791,5911,0.6679,310.32,0.6206,0,0
CLM_02555,summer,standard,Heatwave,79.0,2000.0,1,0,0.5859,9218,0.7213,835.5,0.4178,0,0
CLM_03048,festival,basic,Platform Outage,49.0,1000.0,1,0,0.5093,9117,0.7908,451.83,0.4518,0,0
CLM_01228,winter,standard,Heavy Rain,79.0,2000.0,1,1,0.8338,4111,0.6601,1030.81,0.5154,0,0
CLM_00259,monsoon,basic,Poor AQI,49.0,1000.0,1,1,0.7061,1076,0.8011,472.04,0.472,0,0
CLM_01519,winter,nano,Platform Outage,25.0,500.0,1,0,0.9232,8830,0.6322,240.59,0.4812,0,0
CLM_01777,summer,basic,Platform Outage,49.0,1000.0,1,1,0.7212,13843,0.8562,642.53,0.6425,0,0
CLM_04739,summer,basic,Heatwave,49.0,1000.0,0,2,0.0077,308,0.0707,816.35,0.8164,1,1
CLM_01770,summer,premium,Poor AQI,99.0,3500.0,1,2,0.8116,15545,0.7432,2130.86,0.6088,0,0
CLM_04353,winter,nano,Heavy Rain,25.0,500.0,1,1,0.6852,2955,0.4323,254.94,0.5099,1,0
CLM_00052,summer,basic,Poor AQI,49.0,1000.0,1,2,0.8844,1802,0.6873,293.01,0.293,0,0
CLM_03473,monsoon,basic,Poor AQI,49.0,1000.0,1,0,0.7631,6286,0.4151,316.53,0.3165,1,0
CLM_04683,monsoon,basic,Heavy Rain,49.0,1000.0,0,2,0.3227,322,0.3761,928.79,0.9288,2,1
CLM_04411,monsoon,premium,Heavy Rain,99.0,3500.0,1,0,0.8742,16626,0.8614,1730.19,0.4943,0,0
CLM_02409,festival,basic,Platform Outage,49.0,1000.0,1,1,0.6593,9565,0.7569,281.44,0.2814,0,0
CLM_02787,monsoon,basic,Platform Outage,49.0,1000.0,1,0,0.6711,6248,0.7981,227.32,0.2273,0,0
CLM_02344,festival,standard,Heavy Rain,79.0,2000.0,1,0,0.6139,2237,0.6021,922.04,0.461,0,0
CLM_01033,winter,standard,Poor AQI,79.0,2000.0,1,1,0.6673,10825,0.3776,360.24,0.1801,0,0
CLM_01097,winter,basic,Poor AQI,49.0,1000.0,1,0,0.6029,18262,0.5096,534.33,0.5343,0,0
CLM_00543,summer,basic,Platform Outage,49.0,1000.0,1,0,0.8153,3953,0.8546,463.88,0.4639,1,0
CLM_01046,festival,nano,Platform Outage,25.0,500.0,1,1,0.7392,3722,0.4468,311.35,0.6227,0,0
CLM_01894,summer,standard,Poor AQI,79.0,2000.0,1,1,0.9665,2505,0.3788,800.27,0.4001,0,0
CLM_04376,summer,premium,Heatwave,99.0,3500.0,1,0,0.6783,1180,0.7454,670.44,0.1916,0,0
CLM_00030,summer,basic,Platform Outage,49.0,1000.0,1,0,0.4045,16471,0.6248,582.84,0.5828,0,0
CLM_00725,winter,nano,Platform Outage,25.0,500.0,1,1,0.4488,3657,0.7644,243.56,0.4871,0,0
